#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  
2619,1369,1947,744,1140,523,1138,724,1631,811,1574,2113,2222,969,1581,1369,1313,1380,994,685,1422,4094,1291,652,1485,2905,941,985,1459,1976,1355,1283,1545,1488,1245,1670,82,1341,742,2060
2676,1397,1987,753,1148,539,1159,735,1681,819,1596,2175,2293,993,1597,1414,1333,1430,1018,700,1450,4190,1317,664,1492,2953,966,1004,1471,2002,1384,1313,1566,1513,1275,1700,93,1357,760,2094
2724,1422,2018,767,1161,555,1183,744,1728,823,1648,2193,2344,1012,1630,1454,1355,1457,1030,715,1464,4273,1349,665,1506,3003,985,1038,1502,2036,1414,1333,1597,1544,1312,1744,101,1376,788,2127
2758,1441,2052,774,1180,558,1209,752,1768,843,1684,2222,2388,1030,1666,1478,1367,1490,1041,729,1493,4358,1373,678,1531,3044,1000,1061,1533,2063,1444,1361,1620,1581,1351,1780,109,1401,807,2176
2783,1474,2088,793,1200,570,1219,766,1803,855,1714,2254,2428,1051,1703,1503,1402,1520,1065,744,1498,4457,1403,686,1549,3119,1016,1079,1566,2098,1465,1370,1643,1614,1389,1809,116,1415,828,2218
2807,1501,2123,807,1224,590,1226,785,1846,863,1753,2302,2466,1059,1732,1529,1415,1553,1080,766,1513,4530,1432,690,1567,3168,1022,1106,1585,2126,1499,1391,1664,1636,1430,1834,117,1434,854,2237
2848,1519,2165,822,1252,602,1240,785,1897,868,1789,2347,2510,1071,1769,1567,1423,1599,1101,781,1545,4622,1452,711,1584,3212,1042,1128,1613,2168,1527,1433,1685,1662,1467,1880,129,1461,876,2285
2876,1557,2182,825,1268,619,1257,799,1954,878,1819,2397,2540,1094,1793,1596,1447,1621,1125,790,1549,4715,1485,726,1597,3273,1062,1147,1638,2196,1554,1448,1703,1684,1499,1907,141,1482,890,2311
2905,1580,2188,840,1298,617,1284,800,2000,890,1859,2422,2598,1118,1816,1625,1491,1657,1134,805,1567,4799,1503,725,1599,3341,1086,1185,1679,2239,1581,1474,1737,1726,1531,1938,151,1515,904,2335
2944,1600,2217,856,1308,636,1311,800,2045,900,1885,2458,2637,1143,1838,1646,1509,1681,1155,810,1596,4880,1539,729,1618,3393,1101,1210,1701,2253,1590,1486,1756,1761,1568,1973,158,1543,920,2371
3000,1621,2245,861,1320,637,1346,812,2062,894,1918,2490,2682,1152,1850,1678,1521,1690,1176,828,1623,4959,1550,732,1637,3457,1115,1228,1728,2264,1617,1500,1774,1798,1602,2002,172,1570,941,2402
3035,1647,2267,865,1348,650,1359,829,2092,895,1945,2501,2722,1159,1876,1707,1546,1710,1190,839,1636,5021,1581,740,1650,3496,1126,1262,1754,2285,1629,1517,1797,1834,1611,2036,189,1585,951,2426
3059,1662,2302,878,1364,665,1382,849,2141,912,2000,2540,2746,1175,1893,1732,1556,1736,1200,853,1663,5118,1604,759,1684,3534,1142,1277,1780,2315,1657,1532,1822,1875,1636,2068,198,1619,974,2443
3114,1698,2312,880,1381,667,1402,850,2188,920,2031,2581,2786,1185,1914,1763,1579,1748,1226,872,1689,5197,1625,781,1694,3571,1148,1292,1799,2355,1680,1536,1848,1902,1661,2098,208,1624,996,2460
3136,1720,2333,896,1405,676,1416,867,2237,937,2059,2613,2830,1199,1935,1798,1620,1775,1234,898,1711,5298,1648,793,1698,3636,1162,1321,1827,2388,1706,1556,1874,1958,1687,2130,221,1639,1007,2501
3160,1747,2363,900,1418,689,1456,879,2278,948,2094,2619,2880,1227,1959,1834,1635,1795,1250,929,1730,5374,1663,793,1727,3680,1174,1342,1863,2408,1721,1566,1901,1990,1705,2165,231,1665,1029,2546
3190,1767,2388,902,1426,695,1474,884,2328,967,2140,2639,2918,1239,1969,1867,1654,1811,1267,939,1745,5464,1682,796,1755,3747,1189,1356,1888,2420,1736,1577,1922,2014,1731,2185,230,1671,1038,2564
3229,1791,2432,906,1445,700,1494,905,2368,993,2168,2667,2945,1252,1988,1898,1657,1828,1287,942,1745,5561,1690,788,1779,3796,1207,1377,1924,2442,1753,1599,1950,2054,1756,2233,236,1693,1061,2591
3272,1815,2445,918,1455,701,1510,921,2408,1004,2186,2694,2987,1260,2011,1923,1678,1857,1303,951,1742,5639,1717,800,1802,3869,1225,1382,1957,2452,1786,1613,1977,2085,1783,2250,253,1722,1089,2619
3311,1837,2480,926,1468,716,1522,927,2448,1010,2229,2730,3044,1278,2023,1954,1687,1886,1324,970,1768,5718,1742,807,1815,3916,1241,1405,1976,2474,1806,1606,1994,2126,1819,2264,274,1727,1108,2647
3333,1869,2497,931,1466,734,1538,939,2471,1022,2249,2757,3086,1295,2042,1988,1705,1921,1341,993,1810,5791,1761,814,1828,3967,1241,1442,1998,2508,1841,1618,2019,2147,1851,2297,290,1736,1115,2670
3368,1893,2520,940,1479,740,1544,949,2505,1024,2284,2767,3123,1324,2070,2024,1727,1946,1356,1015,1829,5864,1791,818,1843,4030,1249,1454,2013,2531,1864,1620,2041,2166,1879,2338,306,1754,1145,2682
3385,1904,2535,948,1501,743,1567,960,2544,1029,2307,2802,3153,1350,2095,2059,1734,1980,1371,1031,1833,5941,1812,822,1860,4074,1268,1477,2036,2563,1902,1636,2059,2148,1905,2371,321,1792,1151,2721
3408,1931,2555,954,1514,746,1596,977,2583,1036,2348,2825,3162,1361,2115,2092,1746,1997,1391,1044,1855,6009,1838,819,1869,4129,1276,1499,2056,2575,1928,1647,2088,2159,1948,2414,337,1809,1164,2728
3446,1955,2573,966,1541,758,1612,975,2625,1048,2380,2855,3196,1375,2137,2106,1769,2021,1405,1056,1866,6089,1855,828,1885,4180,1290,1523,2074,2601,1951,1638,2117,2196,1967,2450,355,1841,1183,2758
3485,1982,2601,986,1546,768,1628,987,2676,1056,2409,2885,3211,1392,2159,2133,1792,2036,1421,1070,1868,6155,1875,845,1912,4221,1303,1536,2095,2619,1963,1661,2138,2217,1996,2487,367,1862,1209,2797
3514,2009,2608,988,1551,775,1640,997,2719,1056,2424,2908,3235,1404,2184,2156,1797,2057,1435,1084,1863,6233,1886,850,1914,4275,1320,1566,2106,2639,1989,1666,2162,2235,2007,2512,382,1875,1228,2817
3544,2037,2622,999,1569,784,1674,1002,2731,1070,2463,2932,3260,1421,2207,2175,1795,2074,1451,1092,1868,6320,1899,853,1930,4322,1319,1577,2128,2666,2028,1673,2177,2270,2045,2556,396,1890,1248,2818
3574,2044,2657,998,1584,778,1683,1016,2779,1081,2484,2966,3271,1435,2224,2202,1820,2097,1476,1100,1882,6389,1910,849,1948,4365,1335,1596,2148,2668,2050,1660,2214,2300,2075,2578,408,1904,1265,2855
3602,2059,2689,1004,1601,785,1718,1025,2798,1079,2505,2995,3291,1458,2238,2223,1838,2105,1490,1107,1898,6446,1929,847,1955,4408,1357,1611,2172,2681,2075,1676,2229,2321,2101,2599,423,1933,1270,2875
3604,2062,2709,1010,1624,785,1743,1030,2834,1094,2537,3012,3318,1452,2253,2251,1846,2119,1513,1118,1919,6544,1950,861,1966,4442,1364,1641,2188,2720,2078,1691,2259,2347,2127,2623,430,1945,1286,2912
3624,2082,2713,1019,1629,792,1747,1044,2886,1112,2553,3025,3346,1462,2267,2274,1857,2145,1524,1138,1910,6622,1956,869,1990,4492,1381,1656,2218,2741,2092,1696,2272,2385,2153,2649,452,1958,1290,2930
3641,2102,2726,1022,1622,795,1766,1060,2927,1125,2567,3041,3366,1473,2282,2294,1864,2164,1533,1146,1926,6718,1976,876,1994,4542,1390,1671,2236,2764,2114,1707,2288,2409,2170,2673,475,1972,1316,2943
3654,2117,2747,1036,1636,802,1787,1061,2963,1123,2594,3075,3401,1483,2300,2313,1873,2181,1554,1161,1947,6787,1994,883,2003,4582,1406,1687,2239,2810,2135,1699,2309,2423,2199,2704,480,1983,1317,2955
3678,2133,2777,1042,1652,814,1790,1057,2976,1132,2611,3070,3434,1491,2318,2343,1881,2214,1563,1180,1949,6857,2014,889,2018,4651,1408,1695,2266,2819,2159,1700,2326,2448,2221,2728,489,1982,1324,2986
3667,2151,2789,1053,1663,815,1807,1058,3003,1141,2633,3098,3458,1498,2335,2367,1898,2250,1575,1197,1957,6924,2035,893,2043,4697,1424,1692,2282,2828,2175,1707,2345,2486,2235,2754,502,1994,1340,3011
3705,2167,2800,1068,1669,834,1804,1073,3040,1165,2654,3109,3471,1499,2366,2384,1911,2275,1594,1201,1968,7002,2062,895,2070,4739,1430,1719,2317,2850,2202,1711,2368,2513,2252,2782,510,2019,1365,3027
3714,2187,2806,1081,1683,845,1812,1076,3065,1171,2678,3134,3520,1518,2372,2409,1939,2283,1603,1214,1977,7091,2081,902,2077,4771,1445,1725,2334,2879,2224,1712,2370,2528,2283,2809,520,2015,1379,3024
3745,2220,2832,1083,1696,854,1812,1083,3085,1181,2714,3163,3544,1532,2385,2445,1944,2307,1620,1218,1991,7177,2078,904,2088,4798,1451,1745,2360,2894,2252,1718,2380,2552,2312,2836,541,2016,1404,3015
3769,2240,2835,1093,1705,858,1828,1083,3119,1173,2734,3169,3596,1537,2395,2461,1959,2322,1625,1242,2005,7251,2110,904,2095,4832,1463,1750,2381,2893,2269,1724,2402,2570,2327,2857,550,2020,1419,3032
3785,2249,2867,1115,1714,861,1840,1093,3151,1175,2757,3179,3618,1542,2435,2481,1986,2344,1642,1243,2030,7311,2103,907,2106,4875,1479,1781,2398,2903,2295,1724,2414,2583,2347,2872,562,2029,1440,3051
3804,2248,2895,1118,1732,861,1858,1106,3173,1183,2777,3205,3639,1553,2457,2502,1991,2356,1659,1243,2052,7396,2128,917,2110,4887,1491,1786,2410,2905,2300,1739,2443,2622,2366,2887,577,2044,1454,3094
3829,2274,2904,1126,1742,876,1880,1109,3211,1187,2803,3220,3668,1567,2465,2509,2003,2378,1677,1253,2079,7486,2137,927,2137,4928,1500,1803,2435,2938,2319,1740,2447,2656,2391,2888,583,2070,1453,3098
3871,2292,2919,1133,1755,889,1873,1122,3227,1204,2817,3232,3701,1575,2473,2529,2017,2412,1693,1262,2095,7556,2150,929,2143,4971,1513,1819,2456,2932,2334,1741,2458,2682,2412,2912,594,2086,1463,3129
3888,2313,2919,1141,1742,889,1898,1127,3253,1189,2864,3235,3720,1593,2485,2545,2025,2440,1711,1285,2097,7626,2170,933,2144,5005,1525,1820,2470,2952,2355,1757,2486,2696,2427,2941,604,2098,1469,3132
3914,2316,2940,1154,1749,897,1906,1138,3275,1195,2870,3265,3737,1591,2496,2569,2061,2458,1732,1291,2106,7700,2174,941,2160,5050,1537,1831,2476,2961,2379,1760,2489,2709,2452,2960,611,2110,1485,3141
3930,2317,2943,1158,1749,891,1921,1131,3298,1202,2893,3293,3762,1589,2530,2582,2064,2473,1743,1299,2118,7767,2185,941,2184,5090,1555,1845,2493,2986,2386,1770,2507,2738,2465,2980,631,2105,1506,3173
3932,2334,2966,1166,1768,893,1952,1114,3320,1227,2909,3302,3798,1606,2530,2591,2075,2493,1754,1304,2124,7857,2194,940,2199,5143,1566,1860,2515,2980,2398,1764,2527,2779,2492,3006,641,2124,1521,3182
3972,2347,2976,1165,1769,882,1966,1129,3344,1228,2940,3316,3818,1613,2541,2602,2085,2517,1762,1308,2142,7921,2182,946,2214,5173,1573,1870,2537,2991,2404,1759,2548,2781,2514,3034,650,2129,1529,3206
3964,2359,2989,1184,1781,877,1983,1141,3391,1214,2957,3309,3840,1627,2550,2636,2089,2519,1776,1308,2148,7996,2171,948,2227,5208,1598,1884,2552,3031,2425,1778,2580,2788,2531,3051,666,2133,1540,3206
3985,2374,3001,1189,1784,874,2006,1148,3401,1208,2956,3329,3854,1619,2562,2649,2106,2530,1800,1313,2139,8063,2179,944,2239,5234,1597,1907,2574,3062,2458,1777,2600,2809,2533,3081,679,2134,1542,3235
4020,2388,3014,1203,1808,881,2009,1167,3434,1214,2983,3359,3873,1637,2597,2656,2115,2547,1814,1319,2154,8136,2197,949,2251,5265,1606,1918,2598,3069,2465,1771,2607,2823,2542,3108,695,2144,1550,3256
4043,2405,3010,1209,1806,891,2013,1169,3458,1214,3008,3379,3891,1652,2611,2675,2113,2564,1835,1325,2160,8215,2224,964,2265,5295,1616,1938,2613,3093,2465,1765,2617,2826,2567,3112,710,2151,1556,3262
4074,2430,3028,1216,1811,898,2021,1179,3478,1211,3032,3414,3899,1660,2627,2702,2137,2589,1859,1328,2166,8290,2242,969,2271,5324,1622,1953,2612,3123,2489,1773,2638,2840,2583,3142,722,2166,1568,3254
4094,2434,3040,1208,1831,904,2028,1171,3488,1200,3071,3422,3911,1671,2645,2717,2137,2618,1879,1324,2198,8364,2240,966,2278,5357,1631,1986,2618,3128,2511,1761,2656,2846,2613,3163,728,2182,1576,3281
